,subject_id,irq-catch-1,irq-manipulation-1,irq-manipulation-2,irq-manipulation-3,irq-manipulation-4,irq-manipulation-5,irq-manipulation-6,irq-manipulation-7,irq-manipulation-8,irq-ortho-1,irq-ortho-2,irq-ortho-3,irq-ortho-4,irq-ortho-5,irq-ortho-6,irq-ortho-7,irq-verbal-1,irq-verbal-10,irq-verbal-11,irq-verbal-12,irq-verbal-2,irq-verbal-3,irq-verbal-4,irq-verbal-5,irq-verbal-6,irq-verbal-7,irq-verbal-8,irq-verbal-9,irq-visual-1,irq-visual-10,irq-visual-2,irq-visual-3,irq-visual-4,irq-visual-5,irq-visual-6,irq-visual-7,irq-visual-8,irq-visual-9,osivq-catch-1,osivq-catch-2,osviq-object-1,osviq-object-10,osviq-object-11,osviq-object-12,osviq-object-13,osviq-object-14,osviq-object-15,osviq-object-2,osviq-object-3,osviq-object-4,osviq-object-5,osviq-object-6,osviq-object-7,osviq-object-8,osviq-object-9,osviq-spatial-1,osviq-spatial-10,osviq-spatial-11,osviq-spatial-12,osviq-spatial-13,osviq-spatial-14,osviq-spatial-15,osviq-spatial-2,osviq-spatial-3,osviq-spatial-4,osviq-spatial-5,osviq-spatial-6,osviq-spatial-7,osviq-spatial-8,osviq-spatial-9,osviq-verbal-1,osviq-verbal-10,osviq-verbal-11,osviq-verbal-12,osviq-verbal-13,osviq-verbal-14,osviq-verbal-15,osviq-verbal-2,osviq-verbal-3,osviq-verbal-4,osviq-verbal-5,osviq-verbal-6,osviq-verbal-7,osviq-verbal-8,osviq-verbal-9,vviq-1,vviq-10,vviq-11,vviq-12,vviq-13,vviq-14,vviq-15,vviq-16,vviq-2,vviq-3,vviq-4,vviq-5,vviq-6,vviq-7,vviq-8,vviq-9,time_elapsed,attention_accuracy_questionnaires,vviq_sum,vviq_z,osivq_verbal_mean,osivq_visual_mean,osivq_spatial_mean,irq_verbal_mean,irq_visual_mean,failed_check_count,z_osivq_verbal_mean,z_osivq_visual_mean,z_osivq_spatial_mean,z_irq_verbal_mean,z_irq_visual_mean
105,136384,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,3,3,3,3,3,4,4,3,4,4,3,4,5,5,5,4,3,3,2,5,3,2,3,2,3,4,2,3,4,5,2,5,2,4,5,3,5,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2284923,0,64,0.5968332530297462,3.6,3.7333333333333334,3.2,3.0,3.0,1,1.276132474086359,0.7462853765003054,0.8374209448505964,-0.9626923763570646,-0.6663463341080994
106,136771,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,3,5,1,2,2,3,2,3,3,3,2,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,1,3,4,3,3,3,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,270446,1,25,-2.130338394956176,2.8666666666666667,2.6,2.8,2.75,2.7,0,-0.29107463394526845,-1.00514042297567,0.07012884759832506,-1.334530640782936,-1.0838103173779192
123,138529,1,4,5,1,5,5,4,5,3,3,1,2,4,5,2,5,5,1,4,2,5,5,5,5,3,5,5,5,4,3,5,3,5,5,5,4,4,2,5,1,5,4,5,5,2,5,4,5,5,1,3,4,3,5,5,2,1,1,5,2,5,1,1,3,1,2,4,1,1,2,4,2,5,2,5,5,2,4,2,5,4,3,2,1,3,5,4,5,3,3,4,3,4,5,4,5,2,3,4,4,5,916072,1,63,0.526905774876261,3.2666666666666666,4.066666666666666,2.1333333333333333,4.166666666666667,4.0,0,0.5637656067992555,1.2614106116402977,-1.2086913144887923,0.7725528576303355,0.7252002767913012
125,138742,1,4,5,3,5,4,4,4,5,4,4,4,4,4,2,5,4,5,5,5,4,4,5,4,4,4,4,4,5,3,5,5,5,4,5,4,5,4,5,1,4,5,4,5,5,5,5,4,5,4,4,4,4,4,3,3,5,3,5,1,4,3,1,3,2,2,5,3,1,3,4,2,4,1,4,4,3,2,4,4,3,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,670122,1,80,1.715672903485509,2.8,4.333333333333333,2.933333333333333,4.333333333333333,4.5,0,-0.43354800740268956,1.6735107997522918,0.32589288001574857,1.020445033914249,1.4209735822410015
128,138907,1,4,5,3,5,5,4,4,4,1,1,1,1,5,5,5,4,5,5,5,5,5,5,5,4,2,2,5,4,1,5,3,5,5,5,4,4,5,5,1,4,3,1,5,2,5,4,4,5,1,5,5,3,3,5,3,1,3,2,1,4,1,1,4,1,1,4,1,1,2,3,2,4,1,1,5,4,5,5,5,5,1,3,3,4,5,4,4,3,4,4,4,5,5,4,5,4,4,5,4,4,1120377,1,68,0.8765431656436868,3.4,3.6666666666666665,2.0,4.333333333333333,4.1,0,0.8487123537140968,0.6432603294723064,-1.4644553469062158,1.020445033914249,0.8643549378812406
130,139135,1,5,5,4,4,4,5,5,5,2,2,4,5,4,4,5,5,4,4,5,4,5,5,5,2,5,5,4,5,2,5,3,3,5,4,4,4,4,5,1,5,3,5,5,4,5,4,5,4,2,4,4,4,5,5,4,3,4,4,4,4,2,2,2,2,3,5,2,1,3,4,3,5,2,5,4,2,4,2,3,4,4,4,3,3,3,3,3,4,3,3,4,4,4,4,5,5,5,5,5,4,445830,1,64,0.5968332530297462,3.466666666666667,4.266666666666667,3.0,4.416666666666667,3.9,0,0.9911857271715179,1.5704857527242935,0.4537748962244607,1.144391122056207,0.5860456157013609
132,139279,1,2,3,2,4,2,1,3,5,1,1,1,1,1,5,3,3,3,5,3,4,5,5,4,4,5,2,5,2,1,3,2,2,3,3,3,3,1,5,1,2,2,2,4,1,2,1,5,4,1,2,3,1,5,4,1,1,1,2,3,3,1,1,1,3,3,1,1,5,2,5,3,3,3,4,4,1,4,1,4,3,2,1,1,5,3,3,4,2,1,2,3,3,2,1,2,3,5,4,3,4,554965,1,45,-0.7317888318864723,2.933333333333333,2.6,1.9333333333333333,4.0,2.3,0,-0.14860126048784825,-1.00514042297567,-1.5923373631149276,0.5246606813464209,-1.64042896173768
137,140005,1,4,3,4,3,4,4,3,4,3,2,3,3,4,4,3,4,3,2,3,2,2,3,3,2,3,2,1,3,3,4,4,4,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,3,2,4,3,3,4,3,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,502509,0,67,0.8066156874902017,3.466666666666667,3.933333333333333,3.8666666666666667,2.5,3.7,1,0.9911857271715179,1.0553605175843006,2.116241106937714,-1.7063689052088074,0.3077362935214812
141,140473,1,3,4,3,3,3,3,3,3,4,3,2,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,3,4,2,4,3,3,4,3,4,4,4,1,1,4,4,2,3,2,3,4,4,4,1,4,3,4,2,3,2,3,2,2,4,2,2,4,3,2,4,3,2,3,2,5,4,3,3,3,2,2,4,3,4,4,3,3,2,3,2,4,3,4,2,4,4,4,2,3,4,5,5,5,5,4,230438,0,60,0.3171233404158055,3.2,3.1333333333333333,2.6666666666666665,3.6666666666666665,3.5,1,0.4212922333418353,-0.18094004675168182,-0.1856351848190984,0.028876328778592173,0.02942697134160086
143,140563,1,3,3,3,5,3,3,3,5,5,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,3,4,3,4,4,3,5,1,3,3,3,3,3,4,3,3,4,4,5,3,3,3,3,3,2,3,5,3,4,3,3,3,3,3,3,3,3,2,3,3,3,4,3,4,3,3,3,3,3,4,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,199378,1,80,1.715672903485509,3.066666666666667,3.3333333333333335,3.066666666666667,3.0833333333333335,3.5,0,0.13634548642699398,0.12813509433231413,0.5816569124331729,-0.8387462882151073,0.02942697134160086
145,140629,1,2,3,4,4,3,2,3,5,1,1,3,1,1,4,5,5,4,5,5,4,5,5,5,4,5,5,3,5,2,5,4,5,5,5,4,4,3,5,1,4,3,3,4,3,4,1,4,4,2,2,4,3,3,5,2,2,4,3,3,2,1,1,1,2,3,2,2,3,2,5,2,2,1,3,4,1,3,2,3,3,4,4,2,5,4,3,4,5,3,4,5,2,4,2,5,3,4,4,3,4,449247,1,59,0.24719586226232027,2.933333333333333,3.2666666666666666,2.2,4.583333333333333,4.2,0,-0.14860126048784825,0.02511004730431525,-1.08080929828008,1.3922832983401203,1.0035095989711815
148,140923,1,4,5,4,5,4,5,3,3,2,2,2,2,3,4,5,5,2,5,4,4,5,5,5,4,5,4,2,4,2,5,4,4,5,5,3,4,5,5,1,5,5,4,5,5,5,4,5,3,4,4,5,5,4,5,4,4,4,5,4,4,4,4,4,3,3,5,3,1,3,2,5,4,4,4,4,2,4,3,3,3,4,5,3,4,5,5,5,4,5,5,4,5,4,4,4,5,5,5,4,5,693718,1,74,1.2961080345645979,3.6,4.533333333333333,3.6666666666666665,4.166666666666667,4.1,0,1.276132474086359,1.9825859408362876,1.7325950583115781,0.7725528576303355,0.8643549378812406
150,141181,1,5,5,5,5,5,1,2,4,2,1,1,1,1,2,3,1,4,1,3,1,1,2,2,1,2,1,2,4,2,5,3,3,5,2,5,4,4,5,1,2,1,1,2,1,1,3,5,5,1,2,1,1,5,5,3,4,5,3,5,5,1,1,1,1,4,5,1,2,2,5,1,3,1,5,2,5,4,2,5,4,2,1,1,1,5,4,5,5,4,2,5,2,3,5,4,3,5,4,4,5,677942,1,65,0.6667607311832313,2.8,2.4,2.8666666666666667,1.75,3.7,0,-0.43354800740268956,-1.314215564059666,0.19801086380703722,-2.8218836984864217,0.3077362935214812
152,141394,1,2,2,2,5,3,4,3,3,1,1,1,1,3,1,4,2,4,5,3,2,4,2,4,2,3,2,1,3,2,3,2,4,2,4,4,2,2,5,1,3,2,3,3,1,2,3,3,4,1,4,3,3,3,3,1,1,2,3,2,3,1,2,1,3,3,3,2,2,2,4,3,4,2,5,4,1,2,2,3,4,4,5,2,2,2,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,1033122,1,38,-1.2212811789608684,3.1333333333333333,2.7333333333333334,2.066666666666667,2.8333333333333335,2.8,0,0.2788188598844142,-0.799090328919673,-1.3365733306975036,-1.2105845526409786,-0.9446556562879798
155,141469,1,3,5,4,5,4,4,3,5,2,1,3,2,2,1,5,4,5,3,4,5,2,5,4,3,5,5,4,5,5,5,3,3,2,5,2,3,2,5,1,3,2,2,3,1,2,4,4,2,2,2,4,4,4,3,4,2,5,3,2,4,1,4,2,1,1,3,1,1,2,5,2,3,1,4,2,1,3,1,5,3,3,1,1,2,4,2,4,4,4,5,4,5,4,4,5,5,4,4,4,4,1411623,1,66,0.7366882093367165,2.466666666666667,2.8,2.4,4.083333333333333,3.5,0,-1.1459148746897923,-0.6960652818916748,-0.6971632496539454,0.6486067694883776,0.02942697134160086
157,141703,1,4,2,3,3,4,4,2,3,1,1,2,1,1,1,4,4,3,2,4,3,5,4,3,3,4,5,4,3,3,2,3,5,3,4,2,3,4,5,1,3,3,2,2,1,3,2,3,2,1,4,4,3,5,2,1,2,3,4,3,3,2,1,2,2,1,3,2,3,3,1,3,3,2,2,2,1,3,1,2,3,1,2,1,1,2,4,4,2,2,3,1,4,3,3,3,2,3,3,4,3,810407,1,46,-0.661861353732987,1.8666666666666667,2.6666666666666665,2.3333333333333335,3.6666666666666665,3.2,0,-2.4281752358065787,-0.9021153759476719,-0.8250452658626567,0.028876328778592173,-0.38803701192821904
158,141739,1,3,3,4,3,3,3,3,3,3,2,4,1,3,1,2,3,3,2,2,3,3,3,3,2,4,3,2,3,4,3,4,3,4,3,3,3,3,5,1,3,3,2,3,3,3,2,3,4,2,4,3,3,2,4,3,3,3,3,4,2,3,3,2,4,4,2,2,4,2,3,3,4,2,3,4,2,3,3,3,3,2,3,4,3,4,4,2,3,3,3,4,4,4,3,4,3,3,4,4,4,336353,1,56,0.03741342780186473,3.0,2.933333333333333,2.933333333333333,2.75,3.3,0,-0.006127887030427133,-0.49001518783567777,0.32589288001574857,-1.334530640782936,-0.2488823508382795
163,142204,1,4,3,2,3,4,2,3,4,3,2,3,5,4,2,5,4,2,4,4,5,5,5,4,4,5,4,4,4,2,4,3,4,4,4,4,5,3,5,1,3,3,2,4,1,2,4,4,1,1,1,3,2,4,3,2,3,2,4,4,4,1,4,3,3,4,3,2,2,3,5,1,3,3,3,2,4,4,5,5,3,1,4,1,2,3,4,4,3,3,4,4,3,3,3,4,3,3,3,3,4,552780,1,54,-0.10244152850510563,3.066666666666667,2.533333333333333,2.933333333333333,4.166666666666667,3.7,0,0.13634548642699398,-1.108165470003669,0.32589288001574857,0.7725528576303355,0.3077362935214812
167,142780,1,4,4,2,4,4,4,2,4,2,3,2,4,4,3,2,4,5,4,4,4,4,3,3,4,4,4,2,4,4,4,4,4,4,3,4,4,4,5,1,4,3,3,3,2,3,2,4,3,3,2,4,4,3,4,2,4,2,2,3,2,4,4,2,3,3,3,4,3,2,2,4,3,2,2,4,2,4,4,3,3,4,3,2,4,4,3,2,3,4,4,4,3,4,4,3,2,3,3,4,3,423276,1,53,-0.1723690066585908,3.066666666666667,3.1333333333333333,2.8666666666666667,3.75,3.9,0,0.13634548642699398,-0.18094004675168182,0.19801086380703722,0.15282241692054951,0.5860456157013609
173,143317,1,3,5,4,5,4,4,5,4,5,2,2,2,2,2,4,5,4,4,4,3,3,4,5,3,4,3,2,4,2,5,4,3,5,3,4,4,3,5,1,4,2,3,2,2,4,5,4,4,1,4,3,4,3,3,1,2,4,5,2,5,2,1,3,1,3,2,5,4,1,4,2,4,1,2,3,3,5,3,5,2,2,4,2,1,4,3,3,4,3,4,4,4,3,4,3,5,4,5,4,3,740247,1,60,0.3171233404158055,2.8666666666666667,3.2,2.7333333333333334,3.6666666666666665,3.7,0,-0.29107463394526845,-0.07791499972368293,-0.05775316861038625,0.028876328778592173,0.3077362935214812
175,143419,1,4,5,5,5,5,2,4,4,2,2,2,5,5,4,5,5,5,4,4,5,5,4,5,4,4,4,5,4,3,4,3,4,4,4,4,2,2,5,1,4,3,5,4,4,4,4,3,1,1,2,4,3,5,2,4,3,5,4,3,5,3,5,5,5,4,4,3,3,2,5,1,3,2,3,3,2,3,2,4,3,2,3,1,2,3,3,2,4,3,3,3,4,4,3,4,4,3,4,4,4,653010,1,55,-0.032514050351620444,2.6,3.2666666666666666,3.8666666666666667,4.5,3.4,0,-0.860968127774951,0.02511004730431525,2.116241106937714,1.2683372101981636,-0.10972768974833931
176,143425,1,2,4,3,5,1,4,4,4,4,2,4,2,4,4,2,4,4,4,4,4,5,5,4,4,4,3,4,4,3,4,4,3,4,4,3,2,4,5,1,3,3,4,4,4,4,4,5,4,4,4,5,4,4,4,4,1,4,3,2,2,2,3,2,3,2,2,2,4,2,4,2,4,2,4,4,4,2,3,2,3,2,2,2,4,3,5,5,5,2,2,2,3,2,3,4,2,3,2,3,5,520695,1,51,-0.31222396296556115,2.933333333333333,4.0,2.533333333333333,4.083333333333333,3.5,0,-0.14860126048784825,1.1583855646122994,-0.44139921723652187,0.6486067694883776,0.02942697134160086
179,143725,2,5,5,5,5,5,3,5,5,3,5,5,3,5,5,5,5,5,2,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,4,2,5,5,3,4,4,1,1,2,2,5,3,1,4,1,1,2,1,1,5,5,5,5,3,3,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,682622,0,80,1.715672903485509,2.466666666666667,4.733333333333333,3.066666666666667,4.5,5.0,1,-1.1459148746897923,2.2916610819202834,0.5816569124331729,1.2683372101981636,2.116746887690702
183,143905,1,2,4,2,3,3,4,4,4,3,2,3,2,5,3,4,4,4,4,4,3,4,3,4,3,4,4,3,4,3,4,4,4,5,4,4,4,4,5,1,3,3,4,4,4,3,5,5,4,4,3,4,4,4,4,2,3,2,3,3,3,2,1,4,3,4,3,3,2,1,4,2,2,2,2,3,3,4,2,4,3,3,4,2,1,3,3,2,4,2,4,3,3,3,2,4,5,5,5,4,2,539864,1,54,-0.10244152850510563,2.7333333333333334,3.8666666666666667,2.6,3.6666666666666665,4.0,0,-0.5760213808601098,0.9523354705563024,-0.3135172010278097,0.028876328778592173,0.7252002767913012
184,143920,1,2,1,2,5,4,5,4,5,2,4,4,5,3,5,5,4,5,5,4,5,5,5,5,4,5,5,4,5,4,5,4,5,5,5,4,3,4,5,1,5,5,4,4,5,3,5,5,2,4,5,5,5,4,5,2,2,3,2,2,5,3,4,2,1,4,4,2,2,3,4,2,3,1,4,4,1,4,5,3,4,1,4,1,2,4,5,3,4,4,4,5,5,5,4,5,5,5,4,5,4,556597,1,71,1.0863256001041424,2.8666666666666667,4.4,2.7333333333333334,4.666666666666667,4.4,0,-0.29107463394526845,1.7765358467802912,-0.05775316861038625,1.5162293864820784,1.2818189211510618
187,144103,1,3,1,2,5,2,4,3,5,2,1,1,1,3,2,4,1,5,1,2,2,2,3,2,1,4,5,5,5,2,4,2,2,3,4,5,4,2,5,1,2,2,2,4,2,2,1,5,5,2,3,3,2,4,3,2,3,2,3,2,4,4,1,2,1,3,3,3,1,1,4,1,2,1,1,2,3,3,3,3,1,4,3,1,1,2,3,4,3,2,3,3,3,1,2,2,3,3,3,3,4,5774914,1,44,-0.8017163100399574,2.2,2.8,2.3333333333333335,2.75,3.3,0,-1.715808368519475,-0.6960652818916748,-0.8250452658626567,-1.334530640782936,-0.2488823508382795
189,144352,1,2,1,2,3,2,1,2,3,1,1,1,1,1,1,2,1,3,3,2,1,5,3,4,1,3,3,1,1,3,1,1,1,1,1,1,1,1,5,1,1,4,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,5,3,4,1,1,2,2,3,2,1,1,1,5,3,3,2,3,4,4,2,3,4,3,1,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,366693,1,16,-2.7596856983375426,3.4,1.4666666666666666,1.9333333333333333,2.5,1.2,0,0.8487123537140968,-2.756566222451646,-1.5923373631149276,-1.7063689052088074,-3.1711302337270206
190,144370,1,3,3,4,2,4,4,3,4,2,2,4,1,5,2,5,4,5,2,4,4,1,4,5,2,4,4,5,4,1,4,4,4,4,4,4,5,3,5,1,4,3,3,4,2,5,5,4,5,2,4,3,4,4,3,3,4,4,4,1,4,4,1,3,2,3,4,3,2,2,5,2,4,2,4,4,2,2,2,3,3,2,2,1,2,4,5,4,5,3,5,4,5,5,3,4,3,5,3,5,3,735591,1,66,0.7366882093367165,2.6666666666666665,3.6666666666666665,2.933333333333333,3.6666666666666665,3.7,0,-0.7184947543175308,0.6432603294723064,0.32589288001574857,0.028876328778592173,0.3077362935214812
191,144541,1,3,4,3,5,3,2,3,3,2,1,1,2,4,5,5,5,5,5,5,4,4,5,4,5,2,5,5,3,3,4,4,5,3,3,4,4,3,5,1,4,4,2,3,2,3,4,5,2,2,4,3,2,4,4,3,1,2,2,3,3,1,2,3,3,3,3,2,3,3,2,3,2,1,3,4,4,3,4,2,4,4,2,2,2,4,3,4,3,3,3,4,4,3,4,4,5,4,3,3,2,346424,1,56,0.03741342780186473,2.8,3.2,2.466666666666667,4.5,3.6,0,-0.43354800740268956,-0.07791499972368293,-0.5692812334452332,1.2683372101981636,0.16858163243154103
195,144751,1,5,3,2,5,5,2,2,5,4,3,1,4,3,2,5,4,5,5,5,4,5,5,5,2,5,3,1,5,2,4,4,4,5,5,4,5,5,5,1,4,2,5,4,3,5,5,4,5,1,4,4,3,3,5,3,1,2,5,4,5,1,1,1,5,4,4,5,2,1,3,1,3,4,2,5,1,3,2,4,4,4,4,1,1,5,2,5,5,2,3,4,5,3,4,5,5,5,3,3,5,1149885,1,64,0.5968332530297462,2.8,3.8,2.933333333333333,4.083333333333333,4.3,0,-0.43354800740268956,0.8493104235283035,0.32589288001574857,0.6486067694883776,1.142664260061121
196,144826,1,3,3,3,5,2,1,4,4,1,1,2,1,2,1,4,4,5,4,5,4,5,5,3,4,5,5,1,3,4,3,3,3,3,3,4,5,4,5,1,2,4,2,4,3,3,1,2,1,2,4,4,3,3,2,3,1,4,3,3,3,1,5,5,1,4,3,2,3,3,1,2,3,3,3,1,3,1,1,1,4,2,3,1,4,2,4,2,3,3,3,4,3,3,3,4,4,4,3,4,3,803706,1,52,-0.24229648481207597,2.2,2.6666666666666665,2.933333333333333,4.166666666666667,3.5,0,-1.715808368519475,-0.9021153759476719,0.32589288001574857,0.7725528576303355,0.02942697134160086
202,145234,1,2,2,3,2,3,3,2,4,3,1,3,2,2,1,3,3,5,4,4,4,4,4,5,4,2,4,4,2,2,2,2,3,2,3,2,4,2,5,1,2,2,2,2,1,2,3,2,4,1,4,3,2,1,2,3,1,3,5,4,4,3,2,2,2,4,2,1,2,3,3,4,3,1,3,3,3,2,4,4,3,3,2,1,5,3,3,3,3,1,4,2,3,3,2,4,3,3,3,3,3,317943,1,46,-0.661861353732987,2.933333333333333,2.2,2.7333333333333334,3.9166666666666665,2.4,0,-0.14860126048784825,-1.6232907051436611,-0.05775316861038625,0.40071459320446357,-1.5012743006477398
204,145489,1,3,4,3,4,4,2,3,4,2,1,2,1,1,2,4,4,4,2,5,3,4,4,3,2,4,3,2,2,2,5,3,3,4,3,4,2,2,5,1,4,4,3,5,3,2,2,4,4,1,2,4,4,2,5,2,1,4,3,2,4,2,1,3,2,2,4,1,1,1,4,3,3,1,4,3,3,4,4,4,4,4,4,1,4,4,3,4,5,3,3,4,4,4,5,3,3,2,4,4,4,355054,1,59,0.24719586226232027,3.3333333333333335,3.2666666666666666,2.2,3.3333333333333335,3.0,0,0.7062389802566766,0.02511004730431525,-1.08080929828008,-0.4669080237892359,-0.6663463341080994
206,145561,1,3,3,4,3,4,3,2,3,3,3,3,2,2,2,2,3,4,4,3,4,4,3,4,2,3,4,3,3,3,3,3,3,4,4,4,3,4,4,1,3,3,3,4,3,3,4,3,4,3,3,4,3,3,3,4,4,4,4,3,4,3,2,2,4,4,3,3,4,2,4,3,3,4,4,3,3,3,3,3,3,3,2,2,2,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,507311,0,61,0.38705081856929063,3.0,3.2666666666666666,3.3333333333333335,3.4166666666666665,3.4,1,-0.006127887030427133,0.02511004730431525,1.0931849772680198,-0.3429619356472792,-0.10972768974833931
207,145576,1,2,4,4,4,4,2,5,2,2,2,2,2,2,2,4,3,4,2,2,2,2,3,1,4,3,3,2,3,2,3,2,2,3,4,2,4,3,1,1,2,3,2,3,3,3,2,3,3,1,2,4,3,3,2,3,2,4,4,2,3,2,3,3,4,3,3,3,3,2,4,3,4,2,4,4,4,4,2,4,4,3,3,4,3,4,4,4,4,3,3,3,3,4,4,4,3,3,2,2,4,355176,0,54,-0.10244152850510563,3.466666666666667,2.6,2.933333333333333,2.5833333333333335,2.8,1,0.9911857271715179,-1.00514042297567,0.32589288001574857,-1.58242281706685,-0.9446556562879798
208,145672,1,2,3,2,2,3,2,4,4,1,1,3,2,2,2,4,3,3,4,3,2,2,3,4,4,3,3,3,4,2,2,3,3,2,3,3,3,4,5,1,4,2,2,4,4,3,1,3,5,1,2,4,4,3,2,2,3,2,4,2,4,2,1,5,2,3,4,3,2,3,5,3,4,3,3,3,4,4,3,4,4,3,3,5,4,3,3,3,4,4,3,3,2,4,3,4,4,4,2,2,3,749115,1,51,-0.31222396296556115,3.6666666666666665,2.933333333333333,2.8,3.0833333333333335,2.9,0,1.4186058475437793,-0.49001518783567777,0.07012884759832506,-0.8387462882151073,-0.8055009951980395
209,145750,1,3,4,4,5,2,4,5,3,5,2,2,1,2,2,5,3,3,4,4,4,5,5,3,5,5,5,2,3,2,4,3,5,5,2,3,5,4,5,1,3,3,2,5,1,2,5,4,2,1,2,3,3,4,4,3,1,3,4,2,2,2,4,4,2,2,3,3,1,4,5,3,5,1,4,5,4,4,4,5,5,3,5,4,2,4,3,4,4,4,4,3,4,4,5,5,3,4,2,4,3,523077,1,60,0.3171233404158055,3.933333333333333,2.933333333333333,2.6666666666666665,4.0,3.6,0,1.988499341373462,-0.49001518783567777,-0.1856351848190984,0.5246606813464209,0.16858163243154103
212,145915,1,1,5,2,4,1,1,3,3,2,1,3,1,1,3,4,4,5,2,5,4,4,5,5,3,5,4,5,2,4,3,2,5,3,4,2,3,4,5,1,2,3,1,3,1,2,1,1,5,1,5,4,1,4,2,3,2,2,4,3,1,1,1,1,3,5,2,4,3,4,3,3,3,1,3,3,2,3,3,3,4,1,4,2,5,2,3,2,2,2,3,3,3,2,1,3,2,4,4,5,3,847365,1,44,-0.8017163100399574,2.8666666666666667,2.4,2.6,4.25,3.2,0,-0.29107463394526845,-1.314215564059666,-0.3135172010278097,0.8964989457722923,-0.38803701192821904
214,145951,1,5,5,3,5,5,1,2,5,2,2,3,2,2,5,5,3,1,1,5,5,4,4,4,4,5,5,5,4,2,3,3,5,2,5,4,4,2,5,1,5,2,5,3,1,4,4,4,2,1,4,1,5,3,3,1,3,4,4,3,4,2,2,1,4,4,4,2,1,2,2,2,4,4,2,5,1,2,3,2,2,2,2,4,4,3,4,4,4,2,2,2,3,3,2,4,3,4,1,1,2,541229,1,44,-0.8017163100399574,2.7333333333333334,3.1333333333333333,2.7333333333333334,3.8333333333333335,3.4,0,-0.5760213808601098,-0.18094004675168182,-0.05775316861038625,0.2767685050625069,-0.10972768974833931
218,146173,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,5,1,5,5,5,1,1,5,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,1,5,5,5,5,1,1,1,1,5,1,5,1,1,1,5,1,5,1,5,1,5,5,1,1,1,5,1,1,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,581045,1,72,1.1562530782576277,2.6,3.933333333333333,2.3333333333333335,3.3333333333333335,4.2,0,-0.860968127774951,1.0553605175843006,-0.8250452658626567,-0.4669080237892359,1.0035095989711815
219,146338,1,4,5,4,5,4,1,3,5,1,1,1,1,1,2,5,4,5,2,3,1,3,4,5,1,5,1,3,3,3,3,3,3,5,2,4,4,1,5,1,2,2,1,3,2,4,4,5,1,4,2,1,3,4,5,4,5,4,4,2,5,3,4,3,1,2,5,3,2,2,5,3,3,1,2,4,2,3,3,5,4,2,4,3,5,4,3,2,4,2,3,3,4,2,4,5,4,4,4,3,3,715947,1,54,-0.10244152850510563,3.2666666666666666,2.8666666666666667,3.2666666666666666,3.0833333333333335,3.1,0,0.5637656067992555,-0.593040234863676,0.9653029610593077,-0.8387462882151073,-0.5271916730181593
228,147406,1,4,5,4,5,4,2,4,5,1,2,1,3,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,1,5,4,5,5,4,5,5,5,5,3,3,5,5,4,4,4,4,4,4,2,3,2,2,2,3,3,3,2,2,4,4,2,4,1,3,4,2,3,3,5,4,1,4,1,1,5,5,4,4,4,4,4,4,5,5,5,5,4,4,5,5,435271,1,72,1.1562530782576277,2.8,4.466666666666667,2.933333333333333,5.0,4.6,0,-0.43354800740268956,1.8795608938082895,0.32589288001574857,2.012013739049906,1.560128243330941
